Title;Artist;Genre;Year;Bpm;Energy;Danceability;Db;Liveness;Valence;Duration;Acousticness;Speechiness;Popularity
Amazing;George Michael;Pop;2004;128;75;81;-7;12;88;266;9;4;59
Baby, I'm Back;Baby Bash;Hip hop/Rap/R&b;2005;100;39;90;-4;10;77;219;5;9;59
Bag Lady;Erykah Badu;Other;2000;151;42;72;-9;10;58;349;37;8;59
Battlefield;Jordin Sparks;Pop;2009;145;63;61;-3;6;37;242;2;3;59
Beautiful Monster;Ne-Yo;Pop;2010;128;77;71;-7;28;49;252;21;13;59
Beep;The Pussycat Dolls;Pop;2005;104;74;94;-6;10;55;229;1;4;59
Bodak Yellow;Cardi B;Pop;2017;125;72;93;-6;35;46;224;7;11;59
Chelsea Dagger;The Fratellis;Rock/Metal;2006;155;82;51;-3;8;57;203;4;16;59
Cupid's Chokehold / Breakfast in America - Radio Mix;Gym Class Heroes;Pop;2007;80;68;58;-5;29;82;237;50;8;59
Don't Call Me Baby;Madison Avenue;EDM;1999;125;98;81;-7;35;96;228;6;3;59
Excuse Me Miss;JAY-Z;Hip hop/Rap/R&b;2002;93;86;71;-6;9;89;281;3;29;59
Find Your Love;Drake;Hip hop/Rap/R&b;2010;96;61;63;-6;3;74;209;2;17;59
Good Feeling;Flo Rida;Pop;2011;128;89;71;-4;31;68;248;6;7;59
Hey Ma;Cam’ron;Hip hop/Rap/R&b;2002;90;67;77;-5;36;95;221;3;37;59
Holocene;Bon Iver;Pop;2011;148;30;37;-15;13;15;337;94;3;59
I Don't Feel Like Dancin';Scissor Sisters;Pop;2006;108;92;71;-3;34;83;288;2;3;59
I Would Like;Zara Larsson;Pop;2017;121;71;49;-4;8;30;227;9;5;59
In the Morning;The Coral;Other;2005;126;78;64;-6;6;97;153;3;3;59
It's Over Now;112;Hip hop/Rap/R&b;2001;98;71;66;-5;7;23;265;1;4;59
Jubel - Radio Edit;Klingande;EDM;2013;125;53;70;-7;14;10;199;68;3;59
Juju on That Beat (TZ Anthem);Zay Hilfigerrr;Other;2016;161;89;81;-4;39;78;144;0;28;59
Kota;Dere;Pop;2020;135;28;65;-9;10;16;198;57;3;59
Lay It All on Me (feat. Ed Sheeran);Rudimental;Pop;2015;123;75;67;-7;19;48;242;14;4;59
Look Right Through - MK Vocal Edit;Storm Queen;EDM;2013;120;82;83;-8;26;51;148;0;8;59
Move Your Body - Gabry Ponte Original Radio Edit;Eiffel 65;Other;1999;130;96;75;-10;53;96;269;8;3;59
No More;Ruff Endz;Hip hop/Rap/R&b;2000;97;64;84;-6;6;93;243;3;9;59
Number 1;Tinchy Stryder;Other;2009;115;82;58;-4;48;75;213;1;4;59
Only U - No Intro;Ashanti;Pop;2004;95;62;60;-6;19;28;186;4;4;59
Outta My System (feat. T-Pain & Johntá Austin);Bow Wow;Pop;2006;84;59;77;-7;10;74;238;9;18;59
Propane Nightmares;Pendulum;Pop;2008;174;97;36;-4;19;22;313;0;8;59
Put That Woman First;Jaheim;Hip hop/Rap/R&b;2002;79;54;65;-9;18;51;246;49;13;59
Put Your Hands Up For Detroit - Radio Edit;Fedde Le Grand;EDM;2006;128;91;82;-6;9;48;146;2;23;59
Say It;Flume;Pop;2016;75;53;60;-7;6;26;263;7;3;59
Shake Ya Ass;Mystikal;Other;2000;98;61;91;-6;5;67;257;6;32;59
Shine;Years & Years;Pop;2015;108;72;67;-5;10;49;256;19;3;59
Sick and Tired;Anastacia;Pop;1999;100;87;60;-5;28;47;212;1;4;59
Strike a Pose (feat. Aitch);Young T & Bugsey;Other;2019;138;58;53;-6;10;59;214;1;10;59
Suffocate - Superclean;J. Holiday;Hip hop/Rap/R&b;2007;83;45;46;-8;12;45;220;64;36;59
Sweetest Girl (Dollar Bill) (feat. Akon & Lil' Wayne & Niia);Wyclef Jean;Hip hop/Rap/R&b;2007;93;74;73;-4;34;53;241;8;6;59
Talk Dirty (feat. 2 Chainz);Jason Derulo;Pop;2013;100;65;76;-7;31;76;178;3;23;59
Tears (feat. Louisa Johnson);Clean Bandit;Pop;2016;130;77;61;-4;16;30;226;4;4;59
The Way I Live - Main Explicit;Baby Boy Da Prince;Hip hop/Rap/R&b;2006;90;44;88;-8;9;71;325;1;25;59
Throw It In The Bag;Fabolous;Hip hop/Rap/R&b;2009;172;55;79;-7;6;70;232;17;5;59
Throw Some D's;Rich Boy;Hip hop/Rap/R&b;2007;161;86;70;-5;7;43;264;4;43;59
Tipsy - Club Mix;J-Kwon;Hip hop/Rap/R&b;2001;93;74;93;-6;4;65;247;7;32;59
Touch It;Busta Rhymes;Hip hop/Rap/R&b;2006;138;55;66;-7;20;44;215;0;37;59
Until The End Of Time;2Pac;Other;2001;97;71;76;-7;20;38;267;3;20;59
Wait (The Whisper Song);Ying Yang Twins;Hip hop/Rap/R&b;2005;102;51;93;-13;11;60;179;0;35;59
Wearing My Rolex - Radio Edit;Wiley;Other;2008;132;72;88;-7;7;76;170;5;14;59
When You Look At Me - Radio Edit;Christina Milian;Pop;2001;109;84;96;-3;10;83;223;9;13;59
Where I Wanna Be;Donell Jones;Hip hop/Rap/R&b;1999;102;40;66;-9;27;45;254;52;3;59
Wifey;Next;Other;2004;100;65;83;-9;8;73;243;7;11;59
With Arms Wide Open;Creed;Rock/Metal;2020;139;53;42;-8;18;13;278;0;3;59
AM To PM;Christina Milian;Pop;2001;105;87;87;-3;84;82;231;15;12;58
Ayo Technology;Milow;Pop;2009;128;66;78;-8;10;75;214;65;3;58
Bailando - English Version;Enrique Iglesias;Pop;2014;91;85;72;-4;7;96;243;8;10;58
Be Faithful;Fatman Scoop;Hip hop/Rap/R&b;2020;101;72;67;-7;33;62;165;0;28;58
Beat Again - Radio Edit;JLS;Other;2009;120;92;88;-6;7;97;199;2;7;58
Black & Gold - Radio Edit;Sam Sparro;Pop;2008;136;70;38;-6;11;42;212;0;8;58
Blurred Lines;Robin Thicke;Pop;2013;120;50;86;-8;8;88;263;0;5;58
Chain Hang Low;Jibbs;Hip hop/Rap/R&b;2006;157;59;79;-7;11;78;208;3;26;58
Ciao Adios;Anne-Marie;Other;2017;106;88;70;-3;15;45;200;13;9;58
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack;Flo Rida;Pop;2010;128;88;62;-3;19;53;233;2;3;58
Damaged;Danity Kane;Pop;2008;120;65;77;-5;15;82;244;9;5;58
Girl From Rio;Anitta;Pop;2021;140;64;69;-7;20;73;194;1;4;58
Green Light (feat. André 3000);John Legend;Other;2008;78;88;62;-6;22;76;284;9;12;58
Hot Right Now (feat. RITA ORA) - Radio Edit;DJ Fresh;Other;2012;175;97;52;-2;22;48;182;1;4;58
I Don't Want to Be;Gavin DeGraw;Other;2004;155;86;42;-5;13;46;218;1;7;58
Knock You Down;Keri Hilson;Pop;2009;155;88;59;-5;17;65;326;1;16;58
Like You'll Never See Me Again;Alicia Keys;Other;2007;128;66;56;-8;10;27;315;17;3;58
Love at First Sight;Kylie Minogue;Pop;2001;125;77;60;-6;5;48;238;3;4;58
LoveStoned / I Think She Knows (Interlude);Justin Timberlake;Pop;2006;121;68;86;-6;21;85;444;34;5;58
Million Voices - Radio Edit;Otto Knows;EDM;2019;126;90;58;-6;7;8;193;0;4;58
Mungkin Hari Ini Esok Atau Nanti;Anneth;Pop;2020;124;40;51;-9;7;16;231;81;4;58
No More Drama;Mary J. Blige;Pop;2001;98;84;65;-7;8;64;326;53;12;58
NUMB;Hayden James;Other;2019;148;56;62;-7;9;40;217;18;4;58
Objection (Tango);Shakira;Pop;2001;179;86;60;-5;2;71;223;1;7;58
Once In a While;Timeflies;Hip hop/Rap/R&b;2016;105;69;79;-6;62;35;215;1;14;58
One Minute Man (feat. Ludacris);Missy Elliott;Pop;2001;94;67;62;-8;15;57;253;3;33;58
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;Busta Rhymes;Hip hop/Rap/R&b;2001;90;79;70;-5;6;56;239;8;32;58
Play;Jennifer Lopez;Pop;2001;105;73;78;-4;4;90;211;3;16;58
Rapture (feat.Nadia Ali);iio;EDM;2006;124;86;66;-8;20;60;254;7;4;58
Read Your Mind;Avant;Hip hop/Rap/R&b;2003;73;38;76;-7;10;70;264;29;7;58
Silhouettes - Original Radio Edit;Avicii;EDM;2012;128;80;61;-6;12;84;212;16;5;58
Sound Of The Underground;Girls Aloud;Pop;2003;164;87;57;-6;33;88;221;0;4;58
Spinning Around;Kylie Minogue;Pop;2000;120;66;76;-8;10;63;208;29;5;58
Star Girl;McFly;Other;2006;156;66;48;-4;6;76;208;0;3;58
Starry Eyed;Ellie Goulding;Other;2010;150;81;50;-5;32;60;177;14;4;58
Stutter (feat. Mystikal) - Double Take Remix;Joe;Hip hop/Rap/R&b;2000;90;76;77;-7;31;68;213;5;12;58
Take Over Control (feat. Eva Simons) - Radio Edit;AFROJACK;Other;2012;130;81;72;-4;9;61;209;22;11;58
Take Your Mama;Scissor Sisters;Pop;2004;154;96;76;-5;5;91;272;22;11;58
The Girl Is Mine;99 Souls;EDM;2016;119;94;68;-4;4;71;217;0;4;58
Too Lost In You;Sugababes;Pop;2003;98;71;59;-5;15;46;238;5;3;58
Ass Like That;Eminem;Hip hop/Rap/R&b;2004;83;80;65;-6;11;68;265;41;37;57
Clumsy;Fergie;Pop;2006;184;56;73;-4;30;45;240;19;13;57
Commander;Kelly Rowland;Hip hop/Rap/R&b;2011;125;88;40;-4;36;57;218;2;14;57
Damn! (feat. Lil' Jon) - Club Mix;Youngbloodz;Hip hop/Rap/R&b;2003;84;72;77;-6;36;52;299;1;31;57
Day 'N' Nite;Kid Cudi;Hip hop/Rap/R&b;2009;130;74;78;-6;9;97;162;14;6;57
Do You Know? (The Ping Pong Song);Enrique Iglesias;Pop;2007;115;77;76;-4;3;69;218;5;5;57
Do You Really Like It? - Radio Edit;DJ Pied Piper & The Masters Of Ceremonies;Other;2001;131;88;85;-5;15;76;217;12;5;57
Freestyler;Bomfunk MC's;Other;2000;164;92;82;-6;25;57;306;3;10;57
Girl;Destiny's Child;Pop;2004;89;75;57;-6;4;56;224;31;11;57
Hello;Martin Solveig;EDM;2011;128;93;67;-4;5;46;281;3;3;57
Hey Porsche;Nelly;Pop;2013;116;80;73;-5;70;95;209;14;3;57
High ft. Nicole Millar;Peking Duk;Other;2014;100;80;53;-4;29;38;228;0;5;57
Hole In The Head;Sugababes;Pop;2003;125;93;79;-5;14;96;218;3;3;57
I Wish;Carl Thomas;Hip hop/Rap/R&b;2000;90;67;74;-5;11;22;227;6;3;57
Let's Get Married;Jagged Edge;Hip hop/Rap/R&b;2000;110;63;76;-6;13;89;263;18;5;57
Little by Little;Oasis;Other;2002;146;63;41;-5;12;14;293;3;3;57
Most Girls;P!nk;Pop;2000;98;73;74;-6;10;69;299;4;3;57
No More (Baby I'ma Do Right);3LW;Hip hop/Rap/R&b;2000;89;72;72;-7;7;76;263;10;6;57
Not a Bad Thing;Justin Timberlake;Pop;2013;86;56;31;-9;13;11;688;53;7;57
Nothin';N.O.R.E.;Hip hop/Rap/R&b;2002;97;86;79;-6;27;74;265;32;15;57
Options;NSG;Other;2020;102;62;84;-5;10;76;240;39;9;57
Point of View - Radio Edit;DB Boulevard;EDM;2018;129;72;68;-7;7;28;231;0;3;57
Separated;Avant;Hip hop/Rap/R&b;2000;108;48;80;-6;24;64;256;25;3;57
She Wants To Move;N.E.R.D;Hip hop/Rap/R&b;2004;115;85;77;-5;26;80;214;0;8;57
Soul Survivor;Jeezy;Hip hop/Rap/R&b;2005;84;49;68;-8;16;8;280;0;5;57
The Time Is Now;Moloko;Other;2000;128;74;68;-11;28;55;318;35;17;57
What'chu Like (feat. Tyrese);Da Brat;Hip hop/Rap/R&b;2000;100;68;88;-9;7;82;221;2;24;57
What's It Gonna Be (feat. Platnum);"H ""two"" O";Other;2008;140;90;73;-5;15;94;207;1;3;57
Beautiful People;Chris Brown;Hip hop/Rap/R&b;2019;128;78;42;-6;8;54;226;7;16;56
Best I Ever Had;Drake;Hip hop/Rap/R&b;2010;162;89;43;-3;19;61;259;10;33;56
Bromance - Avicii's Radio Edit;Tim Berg;EDM;2010;126;80;68;-9;15;4;219;20;4;56
Chariot;Gavin DeGraw;Other;2004;167;78;28;-5;37;34;239;4;5;56
Cookie Jar (feat. The-Dream);Gym Class Heroes;Pop;2008;113;67;69;-4;74;42;216;3;3;56
Don't Think I'm Not;Kandi;Hip hop/Rap/R&b;2000;134;62;86;-8;4;43;244;7;4;56
Grillz;Nelly;Pop;2005;83;50;87;-8;31;84;271;4;24;56
He Can't Love U;Jagged Edge;Hip hop/Rap/R&b;2000;126;84;72;-4;24;51;244;11;21;56
Heart Attack;Trey Songz;Pop;2012;150;86;61;-5;23;48;233;6;13;56
I Love You;Faith Evans;Hip hop/Rap/R&b;2001;168;76;49;-4;23;57;267;1;9;56
I'm Gonna Be Alright (feat. Nas);Jennifer Lopez;Pop;2002;93;69;72;-4;27;77;172;11;27;56
Juicy;Doja Cat;Pop;2019;170;66;79;-3;7;46;202;9;7;56
Love You Like A Love Song;Selena Gomez & The Scene;Pop;2014;117;68;86;-4;8;92;188;8;5;56
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;Swedish House Mafia;EDM;2010;125;93;74;-6;40;66;206;0;7;56
Miss You (with Major Lazer & Tory Lanez);Cashmere Cat;Other;2018;100;64;75;-5;11;45;186;25;9;56
Pop Lock & Drop It - Video Edit;Huey;Hip hop/Rap/R&b;2006;144;64;72;-7;35;65;261;0;22;56
Romeo;Basement Jaxx;Pop;2001;127;84;70;-4;14;84;217;1;5;56
Say Aah (feat. Fabolous);Trey Songz;Pop;2009;93;87;72;-4;83;81;208;0;11;56
Sunshine (feat. Anthony Hamilton);Twista;Hip hop/Rap/R&b;2004;99;89;93;-5;35;82;226;26;29;56
We Come 1 - Radio Edit;Faithless;Other;2015;136;90;65;-11;15;61;222;0;4;56
A Woman's Worth;Alicia Keys;Other;2001;75;41;65;-8;6;50;303;33;16;55
All I Do Is Win (feat. T-Pain & Ludacris & Snoop Dogg & Rick Ross);DJ Khaled;Hip hop/Rap/R&b;2010;150;78;54;-4;16;28;233;1;19;55
Chameleon;PNAU;Pop;2017;120;94;71;-3;34;23;198;0;4;55
Cold as Ice;M.O.P.;Hip hop/Rap/R&b;2000;86;88;66;-5;29;76;244;4;14;55
Collide;Howie Day;Pop;2003;94;63;64;-8;12;34;249;22;3;55
Dip It Low;Christina Milian;Pop;2004;169;72;75;-4;8;61;197;1;10;55
Dirt Off Your Shoulder;JAY-Z;Hip hop/Rap/R&b;2003;164;66;78;-7;34;65;245;3;32;55
Gold;Kiiara;Other;2015;113;41;60;-9;13;41;226;62;34;55
History;Olivia Holt;Other;2016;101;63;77;-7;12;54;204;10;5;55
If It Ain't Love;Jason Derulo;Pop;2016;129;84;50;-5;34;78;203;5;32;55
Leave Right Now;Will Young;Other;2003;82;45;64;-9;11;38;215;14;4;55
Louder (feat. Sian Evans) - Radio Edit;DJ Fresh;Other;2012;140;93;31;-1;48;49;207;2;5;55
Love Me Now;John Legend;Other;2016;123;77;42;-4;11;72;210;57;9;55
MALAMENTE - Cap.1: Augurio;ROSALÍA;Pop;2018;98;48;90;-5;7;52;149;56;9;55
Move Bitch;Ludacris;Hip hop/Rap/R&b;2002;178;75;78;-6;10;19;272;25;13;55
One Call Away;Charlie Puth;Pop;2015;91;62;67;-5;11;45;192;42;4;55
Pass Out;Tinie Tempah;Pop;2010;91;89;69;-3;14;53;268;3;30;55
Post to Be (feat. Chris Brown & Jhene Aiko);Omarion;Pop;2014;97;68;73;-6;21;70;227;7;4;55
Proper Education - Radio Edit;Eric Prydz;EDM;2007;125;94;54;-5;9;32;199;0;5;55
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;Nelly;Pop;2016;87;81;53;-5;17;91;294;18;30;55
Soak Up The Sun;Sheryl Crow;Other;2002;120;74;71;-5;11;70;292;4;4;55
Some Cut;Trillville;Hip hop/Rap/R&b;2004;85;52;90;-7;11;66;283;0;37;55
Southern Hospitality (Featuring Pharrell);Ludacris;Hip hop/Rap/R&b;2000;95;90;62;-5;9;61;301;4;25;55
We Fly High;Jim Jones;Hip hop/Rap/R&b;2006;120;80;51;-7;9;46;236;8;38;55
What Would You Do?;City High;Pop;2015;96;78;74;-7;47;83;175;24;24;55
Work;Iggy Azalea;Hip hop/Rap/R&b;2014;140;80;70;-5;41;49;223;6;14;55
1 2 Step (feat. Missy Elliott) - Main;Ciara;Pop;2005;113;50;94;-11;5;80;202;4;16;54
Bed Of Lies;Nicki Minaj;Pop;2014;86;67;72;-6;11;12;270;25;19;54
Don't Give Up;Chicane;EDM;2016;132;72;64;-10;8;53;211;0;4;54
Dry Your Eyes;The Streets;Hip hop/Rap/R&b;2004;80;47;68;-8;9;45;271;56;24;54
Full Moon;Brandy;Hip hop/Rap/R&b;2002;106;65;61;-5;9;61;249;37;14;54
Heroes (we could be);Alesso;Pop;2014;126;75;52;-4;24;35;210;4;6;54
I Will Wait;Mumford & Sons;Rock/Metal;2012;131;77;49;-5;20;39;277;1;3;54
Karma;Alicia Keys;Other;2003;85;74;73;-6;3;69;256;7;6;54
Luv U Better;LL COOL J;Hip hop/Rap/R&b;2002;95;81;67;-4;30;71;287;24;24;54
Perfect Gentleman (feat. Hope);Wyclef Jean;Hip hop/Rap/R&b;2000;136;80;83;-8;27;53;250;19;31;54
Play;David Banner;Hip hop/Rap/R&b;2005;95;66;84;-8;24;59;230;0;13;54
Push The Button;Sugababes;Pop;2005;126;66;96;-5;7;79;218;5;6;54
Ride Wit Me;Nelly;Pop;2009;102;71;85;-7;25;73;292;6;5;54
Signs;Snoop Dogg;Other;2004;113;71;94;-5;33;67;237;3;13;54
Starving;Hailee Steinfeld;Pop;2023;100;61;67;-4;10;50;182;41;10;54
Starz In Their Eyes;Just Jack;Pop;2006;124;80;67;-7;47;66;296;0;7;54
The Fear;Lily Allen;Pop;2009;134;85;66;-7;11;52;207;42;4;54
The Mother We Share;CHVRCHES;Other;2013;174;72;46;-5;13;33;191;4;3;54
The Whole World (feat. Killer Mike);Outkast;Hip hop/Rap/R&b;2001;185;85;81;-6;3;72;295;10;40;54
Trumpets;Jason Derulo;Pop;2013;82;70;63;-5;10;64;217;56;24;54
Who Says;Selena Gomez & The Scene;Pop;2014;101;92;68;-3;15;73;195;6;5;54
1 Thing;Amerie;Hip hop/Rap/R&b;2008;125;95;64;-5;4;89;239;12;33;53
Bad Vibe;M.O;Other;2018;110;70;81;-4;10;76;214;18;4;53
Break Up;Mario;Pop;2009;74;52;44;-7;17;48;249;43;36;53
Come to Me (feat. Nicole Scherzinger);Diddy;Pop;2006;97;49;82;-6;66;39;277;2;8;53
Cooler Than Me - Single Mix;Mike Posner;Pop;2010;130;82;77;-5;36;62;215;17;5;53
I'm In Control;AlunaGeorge;Other;2016;104;84;73;-4;13;71;209;36;3;53
Love Generation - Radio Edit;Bob Sinclar;EDM;2005;128;81;72;-6;4;55;208;18;6;53
Lovers on the Sun (feat. Sam Martin);David Guetta;Other;2014;125;89;65;-3;38;57;204;9;4;53
The Jump Off (feat. Mr. Cheeks) - Remix;Lil' Kim;Pop;2003;105;75;85;-9;6;94;235;18;34;53
White Flag;Dido;Pop;2003;170;53;51;-7;8;29;240;33;4;53
Wonderful World;James Morrison;Other;2006;79;71;47;-5;10;59;210;5;3;53
21 Seconds;So Solid Crew;Other;2001;137;64;61;-11;12;82;303;2;24;52
4 My People (feat. Eve);Missy Elliott;Pop;2001;121;70;97;-8;20;91;289;14;16;52
Boom Boom Pow;Black Eyed Peas;Pop;2011;130;86;87;-6;13;40;251;13;7;52
Hot Boyz;Missy Elliott;Pop;1998;81;45;73;-11;18;53;215;34;29;52
L.I.F.E.G.O.E.S.O.N.;Noah And The Whale;Other;2011;82;75;61;-6;34;60;227;21;4;52
Mama;Jonas Blue;Pop;2017;104;79;74;-4;5;55;182;9;4;52
Rain On Me;Ashanti;Pop;2003;84;70;61;-3;8;51;298;34;3;52
Runaway Love;Ludacris;Hip hop/Rap/R&b;2006;93;72;41;-7;25;82;281;33;28;52
Show Me Love;Jenil;EDM;2021;126;94;66;-4;15;28;191;41;12;52
Stole;Kelly Rowland;Hip hop/Rap/R&b;2002;80;72;65;-5;17;48;249;1;6;52
The Other Side;Jason Derulo;Pop;2013;128;84;56;-4;14;52;227;5;10;52
About You Now;Sugababes;Pop;2007;82;70;58;-6;49;59;212;0;4;51
Close;Nick Jonas;Pop;2016;124;62;65;-5;14;40;234;25;8;51
Fresh Eyes;Andy Grammer;Other;2016;122;56;83;-7;15;87;198;55;3;51
Girlfriend;*NSYNC;Other;2001;94;81;75;-5;3;86;254;9;9;51
Hands on the Wheel;Karley Scott Collins;Other;2023;144;74;47;-5;9;38;201;5;3;51
Livin' It Up;Ja Rule;Pop;2001;106;77;87;-4;5;64;257;6;32;51
Papercuts (feat. Vera Blue);Illy;Hip hop/Rap/R&b;2016;192;62;37;-6;26;47;256;16;25;51
Tired Of Being Sorry;Enrique Iglesias;Pop;2007;120;72;71;-6;30;62;241;6;3;51
Walk It Out;Unk;Hip hop/Rap/R&b;2013;160;78;79;-4;20;71;173;10;8;51
★;David Bowie;Rock/Metal;2016;98;53;36;-9;18;12;598;21;3;50
Barbra Streisand - Radio Edit;Duck Sauce;EDM;2011;128;93;76;-2;22;46;195;0;10;50
Big Yellow Taxi;Counting Crows;Other;2003;88;87;67;-4;14;83;225;0;5;50
Bossy;Kelis;Pop;2006;84;63;91;-5;6;78;274;0;19;50
Champion (feat. Chris Brown);Chip;Other;2011;190;93;42;-3;14;52;237;8;24;50
Doesn't Really Matter;Janet Jackson;Pop;2001;99;80;77;-3;10;80;265;10;8;50
Faded;Tyga;Hip hop/Rap/R&b;2012;95;67;83;-8;35;34;207;1;19;50
Get Low;Lil Jon & The East Side Boyz;Hip hop/Rap/R&b;2002;101;60;78;-8;19;12;325;2;4;50
Like Toy Soldiers;Eminem;Hip hop/Rap/R&b;2004;79;77;52;-3;10;40;297;2;36;50
Love;Musiq Soulchild;Hip hop/Rap/R&b;2000;100;39;61;-10;6;33;305;36;4;50
Magic Stick;Lil' Kim;Pop;2019;93;50;85;-8;27;50;360;12;27;50
No Tomorrow;Orson;Other;2006;124;62;66;-5;28;74;167;1;7;50
Someone To Call My Lover;Janet Jackson;Pop;2001;128;91;74;-4;18;94;272;14;4;50
This Ain't a Love Song;Scouting For Girls;Other;2017;177;91;46;-4;38;55;211;0;5;50
Tubthumping;Chumbawamba;Other;2008;208;94;39;-8;47;62;234;9;18;50
Tunnel Vision;Kodak Black;Other;2017;172;49;50;-8;12;23;268;6;29;50
Up Till Dawn (On The Move);Lucas & Steve;EDM;2017;118;73;64;-5;11;28;186;22;7;50
Wings;Birdy;Other;2013;83;71;47;-5;16;22;252;8;3;50
Without You (feat. Usher) - Radio Edit;David Guetta;Other;2011;128;64;61;-4;18;49;208;15;3;50
All I Want - Sunship Radio Edit;Mis-Teeq;Other;2004;134;92;80;-3;19;96;207;37;8;49
Angel;Amanda Perez;Pop;2003;144;54;64;-7;16;35;219;51;5;49
Another Day in Paradise - R&B-Version;Brandy;Hip hop/Rap/R&b;2002;102;79;70;-5;7;56;272;1;3;49
Buzzin Remix;Mann;Hip hop/Rap/R&b;2011;104;94;69;-4;28;54;224;9;15;49
Eyes On You - Radio Mix;Jay Sean;Pop;2004;97;67;80;-5;14;62;190;8;8;49
Good Luck;Basement Jaxx;Pop;2003;154;97;57;-3;59;31;282;7;17;49
Gotta Get Thru This - D'N'D Radio Edit;Daniel Bedingfield;Other;2002;134;76;84;-5;10;94;162;8;6;49
Higher;Taio Cruz;Pop;2010;128;91;53;-4;19;54;188;3;8;49
I Like It;Sammie;Pop;2000;130;66;83;-9;3;85;251;1;6;49
Intoxicated - New Radio Mix;Martin Solveig;EDM;2015;125;68;80;-4;8;55;160;1;4;49
Let's Get It Started - Spike Mix;Black Eyed Peas;Pop;2004;105;80;79;-2;29;80;218;12;13;49
Loca People - Radio Edit;Sak Noel;Pop;2011;128;81;93;-3;5;70;216;0;6;49
Splash Waterfalls;Ludacris;Hip hop/Rap/R&b;2003;146;85;73;-6;23;70;291;10;41;49
Stranger in My House;Tamia;Pop;2000;120;60;68;-5;15;21;285;10;3;49
Sweet Dreams;Beyoncé;Pop;2008;122;83;69;-6;6;79;208;9;11;49
Uh Huh;B2K;Other;2002;100;68;86;-5;6;91;223;9;7;49
Bonkers;Dizzee Rascal;Other;2011;126;98;62;-3;25;74;178;1;22;48
Down 4 U;Charli Baltimore;Hip hop/Rap/R&b;2002;83;59;64;-7;67;52;318;25;32;48
Flowers - Sunship Edit;Sweet Female Attitude;Other;2001;132;97;75;-5;62;92;230;38;11;48
Gone;*NSYNC;Other;2001;114;40;70;-9;13;50;292;42;6;48
1950;King Princess;Other;2018;72;54;60;-7;16;27;225;65;11;72
If There's Any Justice;Lemar;Other;2004;90;67;71;-5;34;64;229;1;5;48
Nu Flow;Big Brovaz;Other;2001;148;73;78;-9;36;78;201;9;11;48
Riverside;Sidney Samson;EDM;2009;126;98;80;-2;13;24;320;0;4;48
Thunder in My Heart Again (Radio Edit);Meck;Other;2005;129;92;68;-5;7;81;190;0;3;48
All Night (feat. Ally Brooke);AFROJACK;Other;2020;124;88;59;-4;50;64;166;12;7;47
Bad (feat. Vassy) - Radio Edit;David Guetta;Other;2014;128;97;61;-4;33;41;171;0;9;47
Catch & Release - Deepend Remix Extended Version;Matt Simons;Other;2015;105;53;85;-8;3;20;270;24;6;47
My Love Is Like...Wo;Mýa;Hip hop/Rap/R&b;2003;133;70;83;-6;31;72;210;19;11;47
Sweet Lovin' - Radio Edit;Sigala;Pop;2019;125;88;68;-3;34;68;202;5;5;47
Whistle;Hoodie Forester;Other;2020;95;75;62;-5;57;49;125;6;4;47
Can't Believe It (feat. Lil' Wayne);T-Pain;Pop;2008;90;52;65;-9;8;8;274;0;5;46
Check On It (feat. Slim Thug);Beyoncé;Pop;2006;166;89;70;-4;38;88;211;8;22;46
COLD WAR;NSB;Rock/Metal;2023;161;72;54;-5;26;60;162;2;5;46
Heartbreaker;will.i.am;Pop;2007;120;55;79;-9;15;45;328;4;7;46
One;Swedish House Mafia;EDM;2010;125;73;89;-5;6;21;351;0;8;46
What About Us?;Brandy;Hip hop/Rap/R&b;2002;93;70;69;-3;39;75;253;26;22;46
Gotta Tell You;Samantha Mumba;Pop;2018;110;63;73;-9;17;77;202;19;3;45
Kill Me Quick;André Aires;Pop;2023;76;32;46;-9;15;22;246;68;2;45
No Air (feat. Chris Brown);Jordin Sparks;Pop;2008;160;76;47;-5;6;33;264;5;20;45
Slow Motion;Trey Songz;Pop;2015;95;41;73;-8;11;29;198;68;4;45
Be Here;Sweet Imperfections;Rock/Metal;2023;130;29;39;-11;8;25;251;23;3;44
Just A Little;Liberty X;Other;2019;104;61;79;-7;5;74;237;1;6;44
Where'd You Go (feat. Holly Brook & Jonah Matranga);Fort Minor;Hip hop/Rap/R&b;2005;180;82;68;-3;11;25;232;26;24;44
Control Myself;LL COOL J;Hip hop/Rap/R&b;2006;120;88;83;-7;21;48;234;1;21;43
Sweet Disposition;The Temper Trap;Other;2009;129;81;54;-7;12;31;234;8;4;43
Turnin Me On - Original Dirty;Keri Hilson;Pop;2008;160;58;66;-5;13;9;248;0;6;43
With Every Heartbeat;Robyn;Pop;2005;121;88;50;-4;23;41;253;1;4;43
Another Chance;Roger Sanchez;EDM;2006;128;81;63;-9;18;37;422;0;3;42
Give It Right Back;Danyka;Hip hop/Rap/R&b;2023;152;78;73;-6;25;71;146;42;4;42
Loverboy;Mariah Carey;Pop;2001;103;79;72;-4;10;82;229;18;12;42
